Owner Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
461916,5.76,6,3,31772,8841126.91
660044,5.99,7,5,53621,15382058.16
440566,6.62,8,3,48947,12048832.67
504875,6.18,8,5,45416,11696360.62
394786,5.79,7,4,50910,8041249.51
354662,7.39,7,5,29726,8084183.03
626332,6.89,5,2,31070,11950886.71
319438,6.73,7,2,42372,7758847.53
468132,5.7,8,4,28819,8796194.26
404950,6.56,6,2,43049,8266774.11
440167,6.18,7,2,22580,6338050.88
427637,6,8,4,46537,10150859.04
461811,6.4,9,3,40765,9679674.97
491967,4.63,6,2,38916,6080858.49
520996,6.27,6,2,49466,10302225.92
346500,5.9,8,5,25187,4734643.62
622342,6.19,6,2,26965,10236955.82
447006,5.48,7,5,23808,7257475.68
448308,5.22,6,4,58888,7860771.73
511245,7.55,8,4,43408,13139514.99
544054,4.72,8,6,57288,11601541.42
484302,6.42,9,6,50097,12301770.53
470421,7.21,7,6,44610,10773594.44
486122,6.76,9,6,47025,12171518.66
480900,6.99,7,2,22481,8326266.97
396697,6.85,6,4,54543,9217554.99
537775,6.17,7,4,43905,10800796.65
439929,6.02,5,2,34629,7174812.4
511602,6.65,6,4,28913,9472277.43
490511,5.81,8,6,43182,11158624.68
524174,4.13,8,5,60895,10507337.4
373016,4.2,7,3,48927,5673760.05
519722,5.08,6,4,53039,8892082.78
581784,6.1,7,4,44877,11137160.3
456708,4.95,8,6,26710,7284569.88
440489,6.5,6,2,6249,4476302.18
373114,7.58,6,2,33223,6075287.96
384762,4.36,7,4,47461,5432879.2
515935,7.51,7,2,11638,8419910.59
452725,5.79,6,3,53743,9424659.86
506751,5.58,7,4,23997,7101010.84
525238,5.29,7,2,27356,9614586.1
569044,5.21,8,4,33098,10183248.67
391944,5.3,8,3,32033,8166203.22
399763,7.12,6,2,43511,7652774.43
576611,6.33,7,4,67702,14915334
472031,7.78,7,3,41030,12038336.17
427616,5.81,6,2,40427,7139164.55
487557,5.92,6,3,41608,9076517.59
449148,6.87,7,3,39355,9610149.71
480249,5.93,7,3,36085,7819077.77
460180,6.2,7,4,27721,6718143.67
354963,4.76,7,3,60200,7523773.74
455588,3.52,8,3,39498,6454378.91
411089,5.18,7,3,40771,7121618.14
410151,5.88,7,2,45695,8591810.78
416269,6.5,7,3,44826,8582292.46
557340,4.75,8,3,36157,9879339.54
441945,6.68,8,6,27554,9220638.28
571900,6.78,5,4,33957,8751008.07
349041,6.78,10,5,42057,9723332.92
467845,6.53,5,3,23524,5547146.78
569114,7.08,7,4,40860,13024773.65
471450,5.63,8,4,26076,7775794.74
545629,6.44,7,5,29661,10773905.52
419587,6.51,7,2,37853,7929458.88
489132,5,7,6,20039,5877406.57
524370,4.23,7,2,40194,8702673
435470,6.16,8,4,32530,7728763.28
583611,8.55,8,4,14502,11650110.57
414911,5.72,8,6,20353,5728028.32
370412,6.64,8,4,36105,7438664.59
453005,5.15,5,4,23837,5110305.55
443996,5.16,9,6,31690,9150217.09
510202,7.64,5,2,36711,10252971.47
446460,5.04,6,4,32010,5388962.6
417970,6.32,6,3,39384,7084163.8
477932,5.53,6,4,31383,6064296.91
549899,6.16,6,3,34678,8559085.92
402304,5.97,7,5,35823,6990914.28
410088,6.95,9,6,39910,11509694.98
465759,6.35,9,6,53721,12720319.15
547883,6.52,6,2,54955,10877833.61
493934,7.04,5,3,26073,5954153.38
459158,7.49,7,3,24581,8259911.24
507451,6.61,8,4,40723,10884906.83
425299,6.49,8,5,35561,8969647.19
510447,5.4,8,3,35656,7879743.2
532945,7.25,8,3,34956,11941229.23
398706,5.97,6,2,29499,5484955.7
382501,6.29,9,6,42987,9487540.72
420133,6.65,5,3,35189,6490267.49
471919,5.73,6,3,36002,7409624.67
392623,6.43,9,6,44797,9782949.12
495950,5.33,5,3,14732,4448004.61
487844,4.61,6,4,41818,7732908.61
476735,5.9,7,3,35008,9576945
353647,7.37,7,5,36714,8428821.94
454300,5.31,7,3,21815,3625563.13
552664,5.44,6,2,31055,8688279.81
542878,5.06,9,6,53406,11225390.96
397138,6.16,8,4,27982,7442444.66
509796,7.18,4,4,39730,8885052.47
534149,5.36,7,4,18042,7443794.89
401051,9.13,8,4,27992,10929196.88
455616,5.78,7,3,39863,7949294.01
474698,5.67,6,3,30254,7401430.19
370069,6.6,6,4,31926,5406171.61
391699,6.48,7,3,32845,6924842.68
393582,5.9,7,4,35246,4895262.82
500731,8.19,7,3,28635,11174400.37
493598,4.44,7,5,52378,10494071.56
382718,4.5,7,5,39161,5395394.06
408884,5.67,8,6,22900,7388390.59
454034,6.4,8,5,25032,8683524.64
578424,5.3,5,3,13163,6306813.66
500500,5.53,7,3,27417,7251838.65
525245,5.78,6,3,25348,7605132.57
388129,6.89,8,5,37723,9568866.37
561372,6.68,7,3,48695,11318559.14
423360,7.01,7,4,46362,11479614.72
284074,4.17,7,5,48820,3566497.13
433531,6.69,7,4,34143,8400878.15
660751,7.04,8,6,41462,15000275.92
463652,6.32,6,4,45922,9107627.97
537404,7.47,8,4,35690,13024541.25
530957,6.3,7,4,26832,8987978.79
423570,5.22,8,5,35377,6631491.79
434364,4.14,6,4,41723,6130594.75
431599,7.52,8,4,42286,10381289.38
648263,5.49,7,5,29421,10561994.94
567266,5.02,7,2,35371,9119701.43
378091,6.46,7,5,21654,5231773.75
459011,6.06,9,3,58195,12063779.63
401352,5.26,7,6,41826,7416020.15
448686,6.58,8,3,43770,9165779.35
456484,5.79,8,5,29583,6868628.27
456792,6.54,7,3,37875,9728346.74
626423,5.25,7,6,49090,11199746.67
380912,6.82,8,3,38938,8461902.96
536725,7.15,9,6,43156,14415109.38
438914,5.78,8,3,47285,8906362.5
509516,6.56,7,3,31766,9732641.59
506905,6.27,7,4,28885,8490294.54
517272,6.18,6,3,44257,9754379.95
612787,6.57,6,3,31045,11221323.26
502908,5.75,7,4,27676,7441489.44
518987,4.99,7,3,46905,7479448.27
518707,6.28,7,3,34629,9365816.11
300608,6.29,8,3,34469,6228818.05
498876,5.58,8,4,36795,9157622.39
508592,7.55,7,4,23623,11284714.7
507717,4.66,6,4,15167,4047130.5
505820,6.89,6,2,45599,10178885.85
445158,8.02,8,6,40186,11791765.72
599872,6.39,5,4,24138,9430470.63
560546,5.74,7,5,30774,11223398.69
527380,5.41,7,5,49307,9684944.99
382326,6,6,4,40674,4938108.84
467803,5.58,7,4,48777,9926320.04
579320,6.14,7,4,33839,10204291.86
558383,7.12,8,5,22670,11321837.94
327600,7.15,5,4,29587,3192134.19
547302,5.5,7,4,28130,9441629.61
455637,5.35,9,5,49224,11055525.74
358533,4.86,7,2,21092,2699747.19
518672,5.91,7,3,32774,7847164.08
439383,5.57,8,4,43314,8249875.34
453859,6.49,8,6,35164,9075275.93
413994,5.63,4,2,29387,2195560.5
466893,4.79,8,5,51748,10712062.06
531251,4.72,7,3,40909,8749400.73
490217,4.62,9,4,36679,8893026.8
558299,3.96,6,2,45131,7866276.11
420203,5.71,8,6,32818,7035611.52
492303,5.99,8,4,48077,11985975.82
461356,5.51,6,3,33304,4889203.76
609476,6.43,7,4,16083,9257073.77
534289,7.08,7,3,42939,11197310.18
436212,6.68,6,3,47164,7995849.75
445060,3.34,7,6,51246,7089381.32
463386,5.79,6,4,55849,8714415.85
461888,5.56,6,2,40977,7115686.13
496258,7.04,7,4,24878,9684959.9
547302,5.84,5,4,49618,10684587.55
416773,6.31,8,3,14404,6730465.7
540141,5.05,8,6,27767,8598539.25
469574,6.24,9,4,40412,11722765.18
371847,6.81,9,5,36101,9878522.43
553665,6.67,7,3,23624,10334747.85
498708,6.48,5,2,15769,5259268.98
553413,5.02,7,3,35074,9567000.66
592928,5.92,7,2,51170,12030381.65
511007,4.73,8,3,45338,9414084.96
636804,5.4,7,3,24944,10094553.42
541534,6.03,5,3,24171,7006244.35
495950,6.43,9,5,42036,10873768.92
568736,7.94,7,4,48923,13784798.51
505211,5.64,7,2,42946,10046833.93
326396,5.28,6,3,37303,5032122.76
574798,6.74,7,2,51561,13181575.96
438354,6.04,9,6,48900,10517102.61
494249,6.84,5,3,58793,10595552.66
562352,6.05,5,4,56689,9871850.8
411355,5.51,5,4,30997,4533842.88
607950,5.69,6,3,45178,11725440.23
503433,7.91,7,5,23691,9352941.43
528591,4.61,8,7,37175,9633684.34
464513,6.55,8,6,32977,11760120.68
480466,6.45,6,2,25380,8302181.65
602588,6.14,7,4,24447,10220311.85
385532,5.96,6,4,23795,4556574.47
522774,7.2,7,4,39294,10679837
485653,8.21,8,6,34613,12792333.4
430024,6.96,6,3,32912,6022795.45
518602,5.89,8,5,32482,11019272.11
379435,4.95,5,3,39735,2332126.93
425901,5.73,8,3,45258,8957768.05
598003,6.34,7,3,36412,11163236.84
536221,5.63,8,5,20927,10467627.94
459410,6.42,8,6,17609,6683130.3
519589,6.99,7,2,25935,9986869.83
557697,6.3,7,2,35953,10279219.65
502712,5.49,9,6,41178,11255046.81
382368,5.84,8,4,41940,6222064.73
430759,6.67,7,2,29347,8059392.95
464506,6.38,7,6,38072,7319932.9
454706,5.08,8,4,49514,8954126.93
608272,6.69,7,6,38043,12596187.87
633731,6.71,8,3,46611,14036172.36
461580,7.48,8,6,29621,10448285.33
395542,5.3,8,3,30995,6835372.04
423948,5.67,8,5,49574,8729015.12
550249,7.03,5,3,51236,9986774.91
509229,5.67,7,3,35060,8203928.04
533358,6,8,4,26736,9596369.65
496391,5.35,8,3,20798,7581500.92
573461,6.13,7,2,21677,7459592.14
513191,7.24,7,4,32257,10444665.98
339388,6.08,7,5,35848,6558052.83
595063,6.47,7,3,48602,13762979.51
553203,7.41,5,4,48607,10907378.79
492107,5.81,6,3,49077,8964118.38
324380,4.17,8,4,52124,5976254.55
477904,4.08,8,4,30938,6851772.2
422002,5.14,10,3,27370,8914879.96
438704,5.54,6,4,31703,5590614.54
466312,6.4,5,4,48604,7798899.29
549017,4.56,7,3,23623,7762258
326529,6.33,7,3,34007,4971884.47
506835,4.37,7,6,35063,7994895.16
463582,6.33,6,3,44385,9647886.99
392742,7,7,3,46003,7980883.33
461272,5.83,7,2,34170,6994028.09
501214,6.07,7,4,34787,9024409.73
403095,6.24,5,2,46725,6812384.46
455532,6.72,8,6,30826,10581574.15
487452,6.72,6,2,26312,8110740.4
439803,5.66,7,6,29278,7063656.6
399658,6.68,7,2,19379,6027097.65
510433,5.39,7,4,26625,7450602.32
649425,5.99,7,5,35016,13184284.68
416101,7.23,8,3,28100,8339385.81
501739,5.23,7,3,38737,9102123.87
543347,5.87,7,4,29116,7882296.8
666652,5.69,7,3,41525,12939577.77
512015,5.7,6,2,31750,7510122.27
436177,5.49,6,4,51602,7133894.11
467978,5.02,7,4,41383,8471127.49
493640,6.63,6,4,51639,10928638.91
659694,7.7,8,6,39140,15260459.2
585648,4.95,8,4,39642,11658606.75
435687,5.29,7,3,55613,9149954.31
520009,7.1,6,2,33439,11229453.76
491526,5.58,6,4,38779,7399880.88
248185,6.86,6,5,59636,7544639.06
564949,6.71,5,2,25433,9299675.14
384454,4.82,6,3,49547,7124428.57
470813,6.37,7,2,50956,10106718.79
542563,6.12,7,5,18264,9254070.42
404320,5.44,6,3,49698,7454576.64
379638,5.22,7,6,37394,5379793.44
444073,5.64,9,6,32180,8711942.89
280994,5.06,7,4,53364,5210037.21
603379,6.04,8,3,44100,13155913.54
531944,5.04,7,3,39503,7921887.47
430381,4.38,8,5,34994,7004995.13
491792,5,9,3,45672,9191896.98
639296,5.13,7,4,49530,12673928.19
525742,7.21,8,6,41143,13140881.25
559356,5.73,6,3,40230,10469708.13
656341,4.97,6,2,44048,11956714.7
351169,7.56,7,3,34292,7408493.26
359744,5.56,7,3,28064,4767629.44
558761,5.74,10,5,41546,13706453.18
461398,4.86,5,2,12451,2472680.35
487228,7.43,5,2,31338,7380129.19
324569,5.29,5,5,26015,1876355.67
463365,6.51,7,3,37289,9230183.97
538293,5.35,8,3,37826,9341761.94
380996,7.19,7,3,54046,11191154.8
580447,6.17,7,4,33936,11899669.67
329847,6.71,7,3,46303,7085888.74
524776,4.71,7,3,28045,7654542.07
477561,6.31,7,6,32660,7452923.17
430402,5.87,8,4,38180,8292298.63
510265,6.03,7,4,37796,8025361.47
477785,7.9,7,4,48909,13479310.88
434623,7.05,7,5,38337,8637177.92
424613,4.54,6,3,45005,5758797.59
534247,6.67,7,4,56697,13550817.28
364987,7.57,7,3,29595,6388099.34
525560,5.97,7,5,50409,11458344.03
434819,7.31,6,3,26295,8385508.18
519771,4.4,5,3,44940,7278563.39
458927,5.32,7,2,40232,7234150.98
406868,5.94,7,2,28864,5877128.88
435113,5.16,4,2,36645,5479603.43
621061,5.86,6,4,29897,10829891.73
523537,6.11,7,6,29154,10630943.96
471142,6.32,5,2,39370,7521194.8
358372,5.99,7,4,30029,4703724.48
442561,4.94,8,3,35892,8300144.72
551516,6.77,7,4,38656,10629178.42
408576,5.68,6,4,28801,4667219.69
456050,5.56,7,6,29191,6916103.32
506912,6.16,7,4,6806,6982167.5
569625,6.59,8,4,38648,12539150.68
492401,4.56,7,6,34971,8565123.35
482769,5,8,6,39917,9248800.75
420728,7.7,7,6,31782,8355810.26
386351,5.95,7,4,36706,5881461.18
480200,6.67,7,2,42548,10323215.14
536284,5.45,9,5,33002,10692078.04
317233,5.71,7,2,47223,5614339.15
515998,6.11,6,3,30049,7118724.55
419727,6.74,6,3,31854,7358610
493108,4.72,8,3,41920,8469750.45
466473,7.97,6,4,26642,9500457.68
517090,6.4,8,5,25694,10596926.13
518791,4.41,8,3,66995,12162993.57
309260,7.12,7,3,30810,4293595.95
456953,4.47,7,4,29972,5374492.41
443394,5.59,8,3,31727,8271644.36
541471,9.01,6,3,39668,13287180.76
532378,7,5,3,45636,10302488.07
648690,5.3,5,4,31467,9782230.85
285243,6.25,6,2,46643,4651257.31
477232,5.44,8,3,32525,7897769.74
593768,5.87,7,3,27863,8915403.84
270004,7.43,6,3,47387,6778881.34
446908,6.24,6,3,37703,7500761.66
612108,7.08,5,3,51592,12616060.03
443870,5.77,6,4,56257,9587078.06
385679,6.85,7,5,52405,9451988
592179,5.52,8,3,31144,11464819.31
499856,6.57,7,6,49463,11019958.67
541632,4.77,8,5,38106,8757445.55
412776,5.39,6,4,50936,6948359.39
605703,6.01,8,4,27593,11315537.45
442925,5.49,9,3,38905,10080748.02
505848,5.56,7,3,32828,7973099.33
393267,6.2,7,4,41036,7973509.39
419671,5.24,8,5,50752,8704440.99
419573,6.51,5,2,44065,7147886.76
509936,5.95,6,3,21986,6726430.62
460628,6.73,7,4,36011,9144017.61
512246,6.71,7,6,41971,10765279.84
451283,4.53,6,2,43746,6369200.6
615496,5.42,8,6,47452,12264788.2
495908,4.18,8,5,33484,7905716.84
614306,6.65,9,3,47321,14174317.64
423885,4.99,7,3,49310,8154782.16
420392,4.87,8,4,44435,8312182.69
620221,7.1,5,2,37216,11729915.54
440111,5.78,8,5,41638,8144916.29
379582,5.37,8,4,35597,5699681.96
534163,6.07,8,4,42652,10364723.6
478086,5.53,8,4,23178,8969158.31
412265,6.59,6,4,41856,8309308.35
530474,6.34,6,4,23287,8874623.24
506205,4.94,8,6,35998,7663544
492954,8.13,7,3,20207,10427018.98
562849,5.85,7,3,22800,8966968.85
455490,4.22,7,4,45096,7324429.84
510524,5.21,7,4,30073,8047858.21
383383,6.72,8,3,39002,7443412.41
555079,5.94,7,4,24299,9639791.21
576471,6.32,7,2,31746,10216677.66
266861,6.34,8,5,38068,6297265.1
425299,4.92,6,4,29017,3378827.9
465283,4.66,6,4,22671,2885884.4
413056,5.88,7,6,33631,8468583.06
622132,4.64,6,3,29004,9397548.44
442694,5.53,6,4,14291,5095065.71
440818,5.54,8,3,48185,10130757
607208,6.01,6,4,32475,11051362.35
488607,6.27,8,4,37853,11051162.08
444794,6.22,7,4,57319,10118689.98
548828,5.78,5,4,33686,8552765.9
599634,6.44,9,3,42402,14219368.45
579964,4.87,7,2,33366,8630818.98
496545,6.44,7,6,36394,9984819.67
450485,4.31,6,3,25495,3641525.23
554701,5.82,7,4,32762,9203393.29
524608,6.31,6,3,31389,8745320.15
542822,6.1,8,5,52740,12848952.83
488523,5.22,6,2,40474,7127215.9
422163,3.69,7,3,35971,4255012.93
623910,4.33,7,3,39155,9386882.75
514542,6.03,6,2,39677,9049183.15
588161,7.1,7,4,33106,12409460.98
377797,7.21,6,3,46685,7923214.32
523250,6.2,8,4,36539,11225395.58
392896,5.67,7,3,32808,5663847.77
517202,5.54,6,2,26039,6909028.56
320467,5.46,6,4,34660,4738794.83
418516,4.66,6,4,15036,3230314.99
331247,3.56,7,3,15777,111570.62
570570,6.2,6,4,39937,11359791.1
567098,7.15,7,5,45472,13469089.06
495810,6.83,6,3,49360,10840191.25
664230,7.21,6,3,31884,14053476.01
438445,4.37,7,4,24348,3233385.68
482097,4.75,8,4,40864,8706870.41
533050,5.89,7,5,31443,9169459.95
437101,5.89,9,6,37079,9404393.11
403186,5.07,7,2,29581,5398501.36
491365,7.3,6,2,29254,8714688.22
408394,4.51,6,3,19056,2561507.2
451451,8.02,6,4,30102,10171761.53
582988,5.59,5,4,24628,7902344.38
496832,6.79,9,3,61104,14704886.49
544194,5.08,7,4,22232,7735170.94
423948,6.87,8,5,31568,8116683.05
528178,8.22,8,5,51173,13586534.29
521430,6.69,8,4,35265,10843217.63
497364,5.09,7,3,46732,9656192.21
632051,5.37,8,4,26551,10513421.24
434427,5.95,4,3,55584,6745589.06
619892,4.9,7,4,59263,13306996.85
453467,7.31,6,2,27027,8400424.62
419580,6.27,7,2,27130,7446203.94
438900,7.43,6,3,46419,8769131.7
445018,5.33,6,2,34715,6352711.26
468755,6.82,8,4,22891,8792605.57
486458,6.25,8,3,33917,10625080.13
539924,7.68,9,3,34905,11938824.87
490567,5.06,7,4,32524,7571050.34
478184,4.31,7,5,39833,6105241.87
523089,6.07,6,2,27372,7432499.06
470372,6.02,9,4,38418,9488819.13
506205,5.26,8,5,38252,10188578.89
509544,6.26,6,2,55998,10115216.86
407911,4.48,8,3,39756,5766752.53
508641,8.19,6,3,33533,11855854.85
462252,5.43,7,3,23208,6614853.07
485688,5.64,6,3,46833,8097502.56
515788,6.17,6,4,33449,9144020.34
427392,7.05,8,5,53410,12498148.04
453341,7.24,6,3,32137,7805564.55
501298,3.94,8,5,36926,8317785.56
447930,5.99,7,4,32060,8293594.89
464863,4.68,7,5,31943,7939725.5
405335,5.7,8,5,43341,7756155.96
456456,6,8,4,29668,8038918.37
506737,6.04,6,4,32675,8418020.45
520520,5.69,8,6,32337,9997484.21
637168,5.83,8,5,44381,12899153.75
457401,5.92,7,6,44058,8835626.24
560364,5.87,6,3,35254,9482264.75
488852,6.42,8,3,19376,8941663.71
493871,5.43,7,2,31093,5981413.2
525693,5.99,7,3,14744,6776318.36
347361,5.22,7,3,35091,5383796.81
504665,6.53,6,4,46379,8652657.37
426055,7.1,6,4,25335,5219105.99
437528,3.78,7,6,35168,6610022.37
434917,7.03,7,4,40848,8984363.08
476798,5.36,7,6,40036,8504592.32
405615,5.77,7,4,45261,7960572.06
518917,6.92,8,3,49959,13167528.08
473515,6.54,9,5,40734,11222407.35
445417,6.08,7,6,33108,9076273.71
526204,5.27,7,6,43047,10782525.25
533610,3.43,7,2,40691,7328699.84
611149,5.61,5,3,46175,10819704.84
430563,6.28,6,2,36963,6005541.85
358309,7.99,6,3,48662,9086756
548765,6,8,3,34267,10731121.17
345870,7.12,8,3,27805,5927890.22
511217,5.36,7,3,37994,8961395.03
496104,6.39,7,3,27501,8500344.79
537005,5.7,7,3,31534,8445777.69
415926,4.43,7,4,47119,7219698.15
528325,8.45,7,6,24035,12008051.93
474698,6.33,6,4,35103,8564029.88
529949,6.65,7,4,30523,10715936.63
608580,4.36,8,4,40703,9831048.5
495782,6.2,7,3,46508,11227610.66
453257,5.92,6,4,54048,8175426.42
382543,5.76,8,4,35497,7336950.25
621376,4.76,6,4,39145,10942351.7
553252,5.65,7,3,45828,10588049.85
497917,6.31,8,4,39414,11430596.24
435225,5.37,7,4,31318,7124061
453075,6.66,7,4,46202,11338803.7
539091,7.4,8,5,43433,13230394.73
576366,5.95,9,4,41186,13314830.9
467446,6.27,7,3,35399,9367735.51
661220,6.16,9,3,33516,14573084.96
430059,5.54,6,2,42033,6080994.08
339549,6.17,6,4,36396,4223618.28
393295,6.79,9,3,24328,8278690.98
617911,6.68,8,5,19686,10899527.94
487557,4.81,8,4,48017,11022074.63
389102,5,7,4,27043,3714296.6
530362,6.41,9,5,30777,11686911.95
438739,5.86,8,6,32487,8343779.64
479752,5.16,6,2,32771,5896073.89
467509,6.26,6,4,33391,7777759.5
405853,7.4,7,4,35554,8262278.5
465052,6.17,8,6,59599,11031765.85
548849,6.85,8,3,37544,12151946.38
541009,5.6,6,5,35042,8012978.26
422002,5.28,7,3,34769,6238406.02
457548,6.75,9,4,48715,12428719.8
619556,6.42,6,4,36001,11622070.6
499303,5.87,6,3,26739,7434737.17
560294,6.71,7,4,39026,11853693.6
573923,6.9,8,6,29277,11827835.25
455161,5.21,8,6,13329,7028290.01
341488,4.9,7,2,31038,5466538.28
455497,5.47,8,5,27614,6595165.57
442862,6.44,7,4,32187,7348768
388724,7.11,7,4,46510,9763883.64
481145,7.72,8,5,27641,10647989.45
476392,7.59,7,6,31852,10292991.66
382025,5.64,9,5,44490,7658488.6
613480,7.81,8,6,39758,14678678.28
490616,5.89,7,2,53612,11066661.06
603750,6.16,8,4,43155,12248740.07
512477,6.5,10,6,44198,14459971.12
501445,5.87,6,2,43555,8038606.8
508634,5.3,7,4,50673,9600651.34
539875,6.92,8,5,39465,12701236.45
565656,6.3,6,2,42406,9129989.61
326641,5.27,7,3,25770,4241745.97
572838,5.67,6,2,25890,8259946.03
491897,5.86,7,2,28102,8317378.16
552867,7.56,9,5,24387,13398510.65
567077,4.93,7,4,31435,9004806.44
512386,6.8,6,3,22829,8128628.62
456554,8.35,6,3,47157,11774740.95
460222,5.77,7,6,33032,8008963.48
450583,5.92,6,4,42848,9300908.33
551621,5.52,7,5,34422,10621215.99
446866,5.24,7,2,41553,8039947.3
465227,5.71,6,3,26053,5108470.99
426510,4.91,8,6,26166,5014215.43
502488,5.56,6,2,30364,6013550.55
434119,6.38,6,2,38178,7080343.27
426356,5.51,7,5,34662,6567199.52
448252,5.65,6,2,47335,8259884.08
436394,5.56,7,3,42312,7749474.6
489125,5.98,6,4,27987,7804703.2
458003,6.76,7,5,39070,10761174.34
539826,5.51,8,5,31198,11446058.33
494228,5.68,7,4,26530,7538971.3
525735,5.6,6,3,17461,6236213.76
480865,6.09,6,4,40842,7234329.9
545293,4.27,8,3,59563,12690722.87
505827,5.67,7,3,42682,10979033.31
424375,5.47,7,3,33412,5967532.13
557025,7.26,8,4,24885,10824859.92
470316,6.71,9,3,50485,11631149.53
580986,6.25,6,4,35154,12268163.74
537243,6.28,8,5,21136,9121747.53
455175,5.56,8,6,30028,9015323.45
471765,6.8,8,6,54688,11696652.17
531195,5.64,6,5,30067,7892495.66
506226,6.18,6,2,43911,9179727.06
546483,4.9,7,4,23561,7031012.24
326354,7.09,8,4,51321,8867234.81
375165,5.17,6,2,42654,4995311.09
382928,5.58,6,3,47491,5702012.05
388017,5.74,8,4,40790,8090608.75
437633,7.34,7,3,36889,8944463.57
486864,5.58,6,2,56625,10612525.07
439082,4.75,8,3,39476,6140730.75
585354,5.56,6,2,36637,9220173.97
533197,7.28,7,6,52112,13161250.55
388479,7.08,7,3,47167,9593541.16
382200,5.61,5,3,64180,7551456.5
495894,8.7,6,3,37146,11352199.25
500045,5.87,8,4,27324,9460789.94
328237,5.64,8,4,26406,5023774.63
468258,5.33,6,2,28630,6400275.21
451836,6.52,5,3,37085,7520076.9
525343,4.71,8,6,28062,8397332.58
580328,6.03,6,2,44146,10169157.53
558376,6.16,6,2,46431,9643698.68
462889,7.38,6,3,41997,10320656.08
415149,7.48,7,4,34886,9545361.28
362572,6.25,7,6,31178,6240277.47
480459,5.42,8,6,43709,9947333.55
393603,5.23,9,5,36567,7005895.26
523985,6.78,6,4,32550,9599181.34
567952,5.48,7,3,37050,11007596.88
466312,6.34,6,2,39348,6712364.33
430066,6.81,7,2,24682,6386955.05
454370,5.98,8,5,41942,8470182.21
397957,6.71,7,4,37439,8707158.81
466403,7.59,7,4,37261,9667823.9
457926,6.22,8,5,39447,8588950.3
556570,6.4,5,3,32648,8837868.83
328195,5.5,6,3,38898,5422718.42
560623,6.02,6,4,34403,9071619.34
401184,5.26,8,4,21977,4930631.09
483343,6.62,6,4,36817,9136471.82
381199,8.29,7,2,38439,8682663.22
486024,6.4,7,2,27408,8835970.43
451752,4.59,5,3,33346,3443354.53
486220,4.55,6,2,40084,6233372.11
410368,7.26,9,4,56548,13267527.84
514927,6.57,8,4,26471,9634424.52
646520,5.43,7,3,55729,11175080.77
477960,6.41,7,4,47831,10762330.53
503776,6.2,7,3,40289,8892731.75
410809,6.6,7,4,29396,6571794.6
453600,6,7,5,39602,8940043
493878,3.57,8,5,22180,5125709.12
459242,6.4,6,4,37976,7757432.13
413777,6.4,7,5,37978,8834734.51
348488,6.43,6,3,38680,5305602.54
360752,8.11,7,3,44873,9484123.88
504714,5.15,8,4,18819,6970692.54
353997,5.83,5,4,40580,4290570.97
533092,7.58,6,3,34494,10652219.62
554848,5.19,6,3,36165,8768842.53
339220,6.16,6,2,38652,6747538.07
401212,5.11,7,4,26121,4362267.91
413427,6.26,9,4,42957,9533106.03
402752,4.09,8,5,31668,5784143.05
535829,4.47,6,3,46840,7728809.83
585536,8.24,7,3,21137,12057244.92
474502,5.15,6,3,39758,7373370.13
528360,6.01,6,4,18537,6537643.49
342153,8.15,7,4,63620,11028447.5
490910,7.13,8,3,34088,10814344.66
461552,6.39,6,4,15218,5586517.65
485387,5.05,7,4,30726,6958755.23
340844,5.2,7,5,40082,5854378.74
511651,5.62,7,2,43509,9353205.33
419377,5.55,6,2,30865,4145562.82
371364,5.22,7,2,25753,5366971.19
524300,6.5,8,3,42182,12743075.45
517860,5.94,7,2,26156,8302138.6
514479,6.7,6,4,39898,9118650.94
404964,5.69,7,6,42688,8379484.82
504203,7.07,5,3,42143,8441151.39
494872,5.81,8,4,39617,10579465.82
583345,3.83,7,6,22786,6662469.17
467355,4.98,6,2,38064,6964279.77
444080,6.29,6,3,40750,8769064.01
396452,5.5,7,6,47541,7340478.53
623623,6.02,7,3,37045,11403347.34
390131,5.83,6,2,25676,4475564.59
499926,5.66,7,6,22571,7391511.54
410564,4.49,7,4,30368,5594453.9
474131,7.51,7,6,21029,9267718.6
315728,5.72,7,2,43067,5968132.45
502831,5,10,6,31750,9798688.27
450072,6.9,6,4,39347,8442142.66
474985,5.53,8,5,34837,8558037.74
425796,7.81,8,6,20756,8291236.24
476420,4.07,7,3,19271,3658473
522886,5.8,8,4,46999,11353876.94
548366,6.26,7,3,21612,9928170.56
615538,5.52,6,3,54310,12924450.14
528906,5.54,7,2,41866,9907447.55
519211,6.31,10,4,35278,12106918.67
485520,7.31,7,2,26864,9276049.44
415205,4.95,6,3,21882,3290056.98
516985,6.76,7,4,44103,11460832.95
524727,6.47,6,3,35919,8876944.51
430297,5.66,6,4,43092,6887959.89
339234,7.03,7,5,43342,8622454.05
469903,8.34,5,4,48166,10668864.99
685174,5.03,8,5,37153,13014124.41
494326,5.8,6,3,41292,6755954.38
609245,5.64,6,3,42267,10413000.85
447573,7.03,8,4,42653,11199020.56
511385,6.6,8,3,31727,9882296.34
340403,5.88,8,3,53564,8466116.54
431487,5.31,7,3,48898,8414354.06
591913,7.53,7,4,26857,12488404.88
514724,5.43,8,5,32652,8817659.2
586152,5.41,8,6,38252,12200458.48
504553,6.82,7,5,20170,8443754.55
